haunting adj．不易忘怀的
commodious adj.宽敞的
connive v．默许，共谋
landlocked adj．被陆地包围的
effrontery n．厚颜无耻
ruminative adj．沉思默想的
toady n．谄媚者，马屁精
perigee n．近地点
equivocal adj．意义含糊的,不直率的
frugality n．节约，节俭
glider n滑翔机（
composite adj．拼凑成的，混合成的
depletion n．耗尽，枯竭
retreat v．n．撤退，逃避，隐居
dote v．溺爱，昏愦
repatriate v．（自异国）遣返
horrendous adj．可怕的，令人惊惧的
conjecture v．n．推测，臆测
virile adj．有男子气的，雄健的
involved adj．复杂的，有密切关系的
agate n.玛瑙
inkling n.暗示，细微的迹象(
dictum n．格言、声明
hoist v．吊高，升起。n．起重机
acquired adj．后天习得的
conspiracy n．阴谋
substitute n．代替品，v．代替
salubrious adj．有益健康的
defamatory adj．诽谤的
intimate v．暗示
enchant v．使迷醉,施魔法于
tortuous adj．弯弯曲曲的，蜿蜒的
horrendous adj．可怕的，令人惊惧的
bucolic adj．乡村的，牧羊的
campanology n.钟学(研究铸钟及鸣钟术)
cower v．畏缩，蜷缩
storehouse 　n．宝库，见识广博之人
duel n．决斗
presumption n．假定,冒昧
bronchitis n．支气管炎
hollow adj．中间空的，空洞的
ravish v．迷住，强夺
scandal n．丑闻，恶意诽谤
benevolent adj．慈善的，好意的
resort tov．求助于
cant n．隐语，术语
burrow n．（兔子等）所掘的地洞，v．挖洞
cavity n．（牙齿等的）洞、腔
distracted adj．心烦意乱的．精神不集中
humour v．纵容，迁就
incentive n．刺激，鼓励
arthritis n关节炎
nab v.逮捕，攫取
corrugate v．（使）起波浪形，起皱纹
garnish v．装饰（于食品上）
iterate v．重做，反复重申
conceivable adj．想像得出的，可信的
reactivate v．恢复活力，重新活跃
undesirable adj．令人不悦的，讨厌的
collusion n.勾结，串通
surly adj脾气暴躁的，阴沉的
stethoscope n．听诊器
ply v．(搬运工等)等候顾客,弯曲
souse v．浸在水中，使湿透
felon n．重罪犯
coagulant n.凝结剂
vertical adj．直立的，垂直的
doggerel n．歪诗，打油诗
bale n.大包裹,灾祸,不幸
domesticity n．（喜欢）家庭生活
shyster n.奸诈的人，讼棍
meander v．蜿蜒而流，漫步
stocky 　adj．矮胖的，粗壮的
aftermath n．不幸事件之后果，余波
sheaf n．一捆、一束
supernal adj．天堂的，天上的
antedate （在信、文件上）写上较早日期
banner n.旗帜,横幅标语旗
discernment n．眼光、洞察力
crater n．火山口，弹坑
frailty n．脆弱，弱点
lacklustre adj．无光泽的，呆滞的
cadaverous adj．像尸体的，（形容）枯槁的
entrenched adj．(权力,风俗等)确立的,确定的
collation n.校勘，整理
juggernaut n．摧毁一切的强大力量
incandescent adj．白热的，热烈的
prudish adj．过分守礼的，假道学的
lathe n．车床
abide v．容忍，忍受
corpulent adj．肥胖的
obviate v．排除（困难）
entreaty n．恳求,哀求
fissure n．裂缝，裂隙
minaret n．叫拜楼（伊斯兰教寺院的尖塔）
versed adj．熟练的，精通的
matador n．斗牛士
opinionated adj．固执已见的
shale n．页岩
captivation n．吸引力，魅力
remit v．免除，宽恕，汇款
perceive v．察觉，发觉
proscribe v．禁止
scurvy adj．卑鄙的、可鄙的
quickie n.草草完成的劣品
fig n．无花果，一点儿．
beholder h．目睹者
foppish adj．浮华的，俗丽的
plume n．羽毛v．整理羽毛,骚首弄姿
benign adj．慈祥的
stodge n.乏味的食物，乏味的作品
euphoria n.幸福愉快感
chivalry n.骑士制度
bacon n.熏猪肉,培根肉
levy v．n．征税、征兵
retinue n．侍从，随员
spool n．（缠录音带等的）卷盘（轴）
laity n．信徒，外行
patronage n．赞助，惠顾
devotion n．献身，热爱，虔诚
introspective adj．反省的
absolution n．赦免，免除
annul v．宣告无效，取消
blandishments n．甘言劝诱
velocity n．速度，迅速
elaborate v.详尽地说明，阐明
surfeit n．（食物）过量，过度
roundabout adj．绕远道的，转弯抹角的
dispassionate adj．平心静气的
ingratiating adj．讨好的，谄媚的
languor n．身心疲惫
siege n．包围，围攻
sentient adj．有知觉的，知悉的
vehement adj．猛烈的，强烈的
immaterial adj．无关紧要的，非实体的
anachronism n．年代错误，落伍之物
trample v．踩坏，践踏
ballroom n.大午厅
ecstasy n．狂喜，心醉神怡
meticulous adj．细心的，注意细节的
invocation n．祈祷
concatenate v．连结，连锁
spire n．（教堂）尖顶，尖塔，高点
heresy n．异端邪说
discreet adj．言行谨慎的，小心的
piercing adj．刺骨的，敏锐的
currish adj．下贱的，杂种的
pectoral adj．胸部的，胸的
sloven n．不修边幅的人
jaunt v．短程旅游
pungency n．刺激性,尖刻
procession n．行列,前进
diffuse v．散布，（光等）漫射，adj．漫射的，散漫的
shear v．剪（羊毛），剪发
duplicity n．欺骗，口是心非
ad-lib adj.即兴表演的
bawl v.大叫,大喊
disgorge v．呕出，（水）流走
intelligible adj．可了解的,清晰的
blade n．刀锋，刀口
sustained adj．持久的，经久不衰的
nudity n．裸露
swig v.豪饮，大口地喝
neutral adj．中间的，中立的
assiduity n．勤勉
whit n．一点儿，少量
exemption n.免除
exhortation n.劝告，规劝
lackey n．卑躬屈膝者，走卒
corpulent adj．肥胖的
gastronomy n．美食法，美食学
discharge v．流出，释放，解雇
skiff n．轻舟，小船
incense n．香，香味v．激怒
begrudge v．吝啬，勉强给
audacious adj.大胆的,愚勇的
garrulous adj．唠叨的，多话的
lobster n．龙虾
twit v.嘲笑，挖苦
munificent adj．慷慨的，大方的
patchwork n.拼缝物
tableland n．高原，台地
resonance n．回响，共鸣
chauvinism n．沙文主义，盲目爱国主义
conjure v．变魔术，变戏法
regale v．款待，使…享受
defendant n．被告
governance n．统治，支配
immerse v．浸入，沉浸于
castigate v．惩治，严责
spark n．火花，火星
statuary n．雕像，雕塑艺术
malice n．恶意
cursive adj．草书的
nuptial adj．婚姻的，婚礼的
absolution n．赦免，免除
emulation n．竞争,仿效
forerunner n．预兆，前兆，先驱．
pharmaceutical adj．制药的
drainage n．排水，污水
quintessence n．典型，完美的榜样，精华
churlish adj．脾气暴躁的
helmet n．头盔，钢盔
belch v.打嗝，喷出
crumble v．弄碎，崩毁
janitor n．管理员，管门人
tadpole n，蝌蚪
submissive adj．恭顺的
refinement n．提炼，文雅
dwarf n．侏儒，矮小的植物v．阻碍…的正常发育
rapture n．狂喜，极高兴
parlous adj．靠不住的，危险的
insurrection n．造反,叛乱
din n．喧闹声，嘈杂声
inbound adj.归途的，返家的
infuse v．灌输，使…充满
nonconformist adj．n．不遵照传统生活的（人）
evacuate v.撤退,撤离
hack n.雇佣文人
tyrant n．暴君，残暴之人
liturgy n．礼拜形式
penury n．贫穷（
propitiatory adj．讨好的,调解的
encumbrance n．妨碍物，累赘
immure v．监禁
aver v.极力声明,断言
intrude v．闯入，强行引入
radiation n．发光，散发
empyrean n．天空、天神居处
largesse n．慷慨援助，施舍
theatrical adj．戏剧的，矫揉造作的
relent v．动怜悯心，减弱
secateurs n.整枝用的大剪刀
canker n.溃疡，弊害
acquittal n．宣告无罪，开释
sham n．假货，虚假，v．伪装
egocentric adj．自我中心的，利己的
fluffy adj．有绒毛的，空洞的
divagate v．（文章或谈话）离题，漂泊
begrudge v．吝啬，勉强给
icon n．圣像，偶像
truculent adj．残暴的，凶狠的
asphyxia n．窒息
sallow n．柳树，adj．病黄色的
cleft n.裂缝
gormandize v．拼命吃，贪吃
piety n．虔诚
boorish adj．粗野的
admonish v．训诫，警告
apocalyptic adj预示灾祸的，启示的
abnormal adj．不正常的，变态的
beefy adj.强壮的，结实的
tacky adj.粘的，破烂的
leach v．分离，过滤掉
preserve v．保护,保藏
perjure v．作伪证，发假誓
limpid adj．清澈的，透明的
emboss v．加浮雕花纹于,使凸出
effete adj．无生产力的，虚弱的
veal n．小牛肉
splinter n．尖片，裂片
stereotype n．固定形式，老套
elite n.精华，中坚
seneschal n.管家，总管
allergy n．过敏症，厌恶
avocation n.副业,嗜好
conspirator n．阴谋者，谋叛者
temperance n．自制，节制，禁酒
delve v．深入探究，钻研
chump n.呆子，笨蛋
inconsolable adj．无所慰籍的，极度沮丧的
dilution n．稀释、渗水
pierce v．刺透，穿过
twirl v.旋转，急转
gilded adj．镀金的，富有的
clam n.蛤，蚶
chevron n.军警袖章，V形图案
dotage n．老年糊涂，溺爱
resigned adj．逆来顺受的，顺从的
bolt n．螺栓，门栓v．急逃，脱离
blunder v．犯大错n．愚蠢之举
assured adj．自信的，确定的
maroon v.使(人)处于孤独无助之境(
fluctuate v．波动，变化
autopsy n.验尸，解剖
centripetal adj．向心的
bullion n．金条，银条
mawkish adj．自作多情的，令人作呕的
eulogy n.颂词，颂文
magnanimous adj．宽宏大量的，慷慨的
stanch v．制止（血液），止住
extirpate 消灭,根除
insomnia n．失眠症
referee n．裁判员，仲裁者
incorporeal adj．无形体的，非物质的
exceed v.超过,超出
humid adj．潮湿的
scramble v．攀登，争夺
improvise v．即席而作
adaptable adj．有适应能力的，能运用的
full-fledged adj．羽毛丰满的，成熟的
deflect v．偏离，转向
waggish adj．诙谐的，滑稽的
patina n．绿锈，光亮的外表
panel n．讨论小组，仪表板
moult,molt v．脱毛，换羽毛
yielding adj．弯曲自如的，灵活的
excruciating adj.极痛苦的
proletarian n．adj．无产阶级(的)
falsification n．窜改
prompting n．激励,鼓舞
auditory adj.听觉的
echelon n.等级，阶层
scandalous adj．丢脸的，诽谤性的
incisive adj．一针见血的
meditative adj．沉思的、冥想的
extinct adj．绝种的,不存在的
pension n．养老金，退休金
solvency n．溶解力，还债能力
stun v．使昏迷，使发愣
bibulous adj．高度吸收的，嗜酒的
scab n．创口上所结的疤，痂
scaffold n．脚手架（造房时搭的架子）
spectrum n．光谱，范围
firmament n.苍穹，天空
abacus n．算盘
gash n．深长的伤口，裂缝
execrate v.憎恶，咒骂
feasible adj．可行的，可能的
symmetry n．对称，均衡
pervade v．弥漫，普及
stamina n．体力，耐力
latitude n．言行自由，纬度
encroach v．侵占，蚕食
haggard adj．憔悴的，消瘦的
beater n.搅拌器
liken v.把……比作，比拟
apology n．道歉，谢罪
diurnal adj．白昼的，白天的
hardy adj．耐寒的、强壮的
vamp n．靴面，鞋面
astigmatism n．散光
reactionary adj．保守的，反动的
premiere n．首次公演
pebble n．小卵石，石子
aspiration n．渴望，热望
havoc n．大破坏，混乱
galactic adj．星系的，银河系的
incisive adj．一针见血的
itinerary n．行程表，旅行路线
gravity n．严肃，一本正经
laxity n．松弛，放纵
pancreas n．胰脏
lucubration n．刻苦研究
dynamo n．发电机
ascend v．上升，攀登
heave v．用力拉，举
stricture n．谴责，严厉，束缚
bawdy adj.淫猥的、下流的
typhoid n.伤寒症
parley n．v．和谈，会谈．
encumber v．妨害，阻碍
perpetuity n．永恒，永久
fiend n．恶魔，魔鬼
menial adj．仆人的，乏味的，n．家仆
psychiatric adj．精神病的
gibe v．n．嘲弄，讥笑
transmute v．变化，变作
malodorous adj．有臭味的、不合法的
spell n．连续的一段时间，一阵子
predominant adj．有势力的,显著的
incurable adj．无可救药的
spiel n.滔滔不绝的讲话
skunk n．臭鼬，黄鼠狼
wimple n.头巾，v.用头巾围
tare n．莠草，杂草
gaffe n．（社交上令人不快的）失言，失态
apprise v．通知，告诉
flamboyance n．艳丽，炫耀
enlightenment n.教化，启蒙
refurbish v．刷新，擦亮
fret v．n．（使）烦躁，焦虑
flammable adj．易燃的
sloppy adj．邋遢的，不整洁的
vertiginous adj．令人眩晕的
unctuous adj．油腔滑调的
strum v.(漫不经心地)弹奏
philanthropist n．慈善家
boisterous adj．喧闹的，欢闹的
dirk n.短剑，匕首
harbinger n．先驱，先兆．
cringing adj．n．谄媚（的），奉承（的）
felony n．重罪
rack v.折磨，使痛苦
sapling n．树苗，年轻人
corrugation n．波浪形状，起皱纹
caper v．n．雀跃，欢蹦
explicate v.详细解说
vilify v．辱骂，诽谤
spontaneity n．自然，自发
engross v．全神贯注于
inanimate adj．无生命的
haunt v．常到，（鬼魂）出没。（事情）萦绕心头n．常去的地方
chiromancy n．手相术
lobster n．龙虾
mountebank n．江湖郎中，骗子
arteriosclerosis n.动脉硬化
sentry n．哨兵，步哨
rent n．裂缝，（意见）分歧
kennel n．狗舍，狗窝
sobriety n．节制，清醒
chastise v．严厉惩罚，遣责
fleeting adj．短暂的，飞逝的
infinitesimal adj．极微小的
infantry n．步兵
bigot n．（宗教，政治等的）盲信者，顽固者
gadfly n．虻，牛虻
conceive v．怀孕，构想
willowy adj．苗条的
abdicate v．让位，辞职，放弃
deign v．屈尊，惠允（做某事）
rekindle v．重新点燃
hiss v．作嘘声，（蛇等）发出嘶嘶声
diatribe n．（口头或书面猛烈的）抨击，抨击性演说
drenched adj．湿透的
filthy adj．龌龊的，污秽的
trim v．修剪，adj．井井有条的
decadent adj．颓废的，衰退的
prurience n．好色,淫乱
gloat v．幸灾乐祸地看，窃喜
cynicism n．愤世嫉俗，犬儒主义
illusory adj．虚幻的
locution n．说话的方式或语气，惯用语
languor n．身心疲惫
awe-inspiring adj.令人敬畏的
trowel n．泥刀，小铲子
vicious adj．残酷的，危险的
staple n．钉书钉
adore v．崇拜，热爱
authoritative adj.权威性的,命令式的
nonpareil adj．n．无匹敌的（人）
attune tov.使调和,习惯于
glum adj.闷闷不乐的，阴郁的，
titular adj．有名无实的，名义上的
listless adj．无精打采的
vertebrate adj．脊椎动物
protuberant adj．突出的,隆起的
portentous adj．凶兆的,有危险的
infallibility n．绝对可靠
ignite v．发光，燃烧
boggle v．畏缩不前，不敢想像
chagrined adj．失望的，灰心的
deposition n．免职，沉积
exonerate v.免除责任,确定无罪
beholder h．目睹者
kitten n．小猫
elm n．榆树
rendering n．演出，翻译
ruck n．皱褶，普通群众，大量
eclecticism n．折衷主义
errand n．差使,差事
unspotted adj．清白的，无污点的
petulant adj．性急的，暴躁的
handle n．柄，把手，v．处理
heading n．标题，航向
bereft of丧失，失去
maisonette n.小屋，公寓
promiscuous adj．滥交的,杂乱的
conspicuous adj．显著的，显而易见的
vexation n．困扰，苦恼
stomach 　v．吃得下，容忍
fidelity n．忠实，忠诚
saturnine adj．忧郁的，阴沉的
incumbency n职责，义务
persecute v．迫害，不断困扰
terminus n．（火车，汽车）终点站
infidel n．不信教者，异教徒
imbroglio n．纠纷，纠葛
innuendo n．含沙射影，暗讽
liable adj．易于……的，有（还债）责任的
demeanor n．举止，行为
stuffy adj．（空气）不新鲜的，闷气的
improvise v．即席而作
pluck v．拨毛n．勇气,勇敢
chink n.隙缝，裂口，n.v.丁当作响
glare v．发出眩目光芒，怒目而视
conceive v．怀孕，构想
clemency n.仁慈，(气候)温和
fuss n．大惊小怪，过份照顾
elation n.得意、振奋
martyr n．烈士，殉道者
discrepancy n．不同，矛盾
subvention n．补助金，津贴
pellucid adj．清晰的，清澈的
didactic adj．教诲的、说教的
forwardness n．大胆，鲁莽
petitioner n．请愿人
explore v.探险,探索
obviate v．排除（困难）
chivalrous adj．武士精神的，侠义的
fiend n．恶魔，魔鬼
monster n．庞然大物，怪物
percussionist n．敲击乐器乐师
sacrament n．圣礼，圣事
rashness n．轻率，鲁莽
puissance n．权力
scourge n．v．鞭笞，磨难
levee n．防洪堤，堤岸
fervent adj．热的，热烈的
pretentiousness n．自命不凡
hallowed adj．神圣的
overwhelming adj．巨大的，压倒性的
volition n．自决，自主
anthem n．圣歌，赞美歌
muddle n．混乱，迷惑
hump n．隆起，驼背，v．隆起
mangle v．撕成碎片，压碎
howler n．嚎叫的人或动物，滑稽可笑的错误
hem n.(衣服或裙子的)褶边
classification n.分类，分类法
lowbred adj．粗野的，鲁莽的
pigsty n．猪圈
hyperbolic adj．夸张的
pylon n．高压电线架，桥塔
deflection n．转向，偏斜
spartan adj．简朴的，刻苦的
agate n.玛瑙
affinity n．密切关系，吸引力
impertinent adj．不恰当的，粗鲁的
hive n．蜂房，忙碌之地
perfidious adj．不忠的，背信弃义的
apathetic adj．冷漠的，无动于衷的
recusant adj.不服从规章的
probity n．刚直,正直
clamour n.吵闹、喧哗
phlegmatic adj．冷静的，冷淡的
instantaneous adj．立即的，瞬间发生的
sepsis n.败血症，脓毒症
collateral n.抵押品
gaudy adj．俗丽的
artless adj．粗俗的，自然的
euphony n.悦耳的语音
infertile adj．无法生殖的，不毛的
surmount v.克服，战胜，越过
veterinary adj．兽医的
shred v.切成细条，撕成碎片
withdraw v．撤退，收回
prosecute v．告发,检举
presenter n．主持人
blight n．植物枯萎病v．使…枯萎
linger v．逗留，留恋
anticipatory adj预期的
eclogue n．田园诗，牧歌
prevailing adj．盛行的,流行的
obligatory adj．强制性的，义务的
glutinous adj．粘的，胶状的
delirious adj．精神错乱的
prescient adj．有先见之明的
errant adj．错误的，脱离正途的
bumpkin n.粗人，乡巴佬
sedition n．煽动叛乱
flaggy adj．枯萎的，松软无力的
swerve v．转向，突然改变方向
manumit v．解放（奴隶）
inhuman adj．残忍的
pantomime n．哑剧
explore v.探险,探索
mournful adj．悲伤的
relict adj．残存的
mutation n．突变，变异
resort n．度假胜地
nephritis n．肾炎
proselyte n．皈依者,改变宗教信仰者
warmonger n．好战者，战争贩子
garland n（作为胜利标志的）花环，奖品
reverent adj．恭敬的，虔诚的．
antenna n．触角，无线
disingenuous adj．不坦白的，不真诚的
constituent n．成份，选区内的选民
rigidity n．固执，坚定，僵化
sangfroid n．沉着，临危不惧
cohesive adj.凝聚的，凝结的
substitute n．代替品，v．代替
buckle n．皮带扣环v．扣紧
amnesia n：健忘症
drawl v．慢吞吞说，拉长腔调说
entomology n．昆虫学
dalliance n．戏弄，玩弄
ventilate v．使…通风，透风
edify v．陶冶，启发
binge n.狂饮，无节制的行为
belittle v．轻视，贬抑
recondite adj．深奥的，难解的
ecstatic adj．狂喜的，心花怒放的
fetish n．（崇拜的）神物
chubby adj.圆胖的，丰满的
blockbuster n.轰动，巨型炸弹
repellent adj．令人厌恶的
roost v．n．栖息，鸟巢
idolater n．偶像崇拜者
imponderable adj．（重要性）无法衡量的
halting adj．踌躇的，吞吞吐吐的
dauntless adj．勇敢的，无畏的
adjutant n．（军队的）副官，助手
remit v．免除，宽恕，汇款
fulmination n．抨击，谴责
insubordinate adj．不服从的，反抗的
pique n．v（因自尊心受伤害而导致的)不悦、愤怒
vile adj．可恨的，可耻的
pageant n．壮观的游行，露天历史剧
dodge v．闪开、躲避
mock v．嘲笑，模仿地嘲弄
gulch n．深谷，峡谷
fanatic adj．狂热的，盲信的n.狂热者
temperate adj．自制的
fierce adj．残酷的，凶猛的．
sparing adj．节俭的，节约的
searing adj．灼热的
buckle n．皮带扣环v．扣紧
pariah n．贱民，被社会遗弃者
oligarchy n．寡头政治
doldrums n（海洋上的）无风带，情绪低沉
voracious adj．狼吞虎咽的，贪婪的
apprise v．通知，告诉
plaza n．广场,集市
idol n．神像、偶像
desecrate v．玷辱，亵渎
saturnalia n．纵情狂欢
squash v．压碎，挤压，n．南瓜
reagent n．试剂（导致化学反应）
prudery n．过分守礼,假正经
appellation n．名称，称呼
unspotted adj．清白的，无污点的
callow adj．（鸟）未生羽毛的，（人）未成熟的。
desalinize v．除去盐份
pervasive adj．遍及的，弥漫的
automatism n.无意识行动(如梦游)
emaciated adj.瘦弱的
squander v．浪费，挥霍
rescind v．废除，取消
smarmy adj.迎奉的，讨好的
embroil v．牵连,卷入纠纷
choppy adj.波涛汹涌的
imbibe v．饮，吸入
scorpion n．蝎子
orchid n．兰花，称赞
incubator n．孵卵器，早产婴儿保育箱
secede v．正式脱离或退出（组织）
exacting adj.苛求的，要求严格的
somatic adj．肉体的
ingress n．进入
cadge v.行乞，乞求
wane v．减少，衰微
squalid adj．污秽的，肮脏的
eavesdrop v．偷听，窃听
slab n．厚板，厚块
occidental n．adj．西方（的）
laxity n．松弛，放纵
wold n.荒原，山地
chide v．叱责，指责
murky adj．黑暗的，朦胧的
obsequious adj．逢迎的，谄媚的
taciturn adj．沉默寡言的
unkempt adj．（衣服，头发）不整洁的
hawker n．沿街叫卖之小贩
convocation n．召集，会议
knit v．编结，针织
forswear v．誓绝，放弃
terminology n．术语，术语学
grim adj．冷酷的，可怕的
harangue n．长篇演说
sustenance n．食物，粮食，生计
benevolence n．善心，仁心
genetics n．遗传学
prick n．小刺,刺痛v．刺伤,戳穿
fugitive adj．逃亡的，易逝的n．逃犯，逃亡者
pygmy n．矮人，侏儒
loot n．掠夺品，v．掠夺
infamy n．恶名昭彰
slobber n．口水，v．流口水，粗俗地表示
idiot n．愚蠢的人，白痴
inter v．埋葬
abide v．容忍，忍受
transfigure v．美观，改观
dolt n．笨蛋，傻瓜
pretended adj．假的,虚伪的
vendor n．小贩
subsidy n．补助金
vociferate v．大叫大嚷，叫喊
inexplicable adj．无法解释的，难理解的
viable adj．可行的，能活下去的
judicial adj．法庭的，法官的
cloy n.(吃甜食)生腻，吃腻
bile n．胆汁
presumptuous adj．自大的,专横的,冒昧的
pungent adj．刺鼻的,苛刻的
elongate v.延长,伸长
deference n．敬意，尊重
trammel v．n．束缚，妨碍，鱼网
synchronous adj．同时发生的，同步的
rapacity n．掠夺，贪婪
discernment n．眼光、洞察力
comatose adj.昏迷的
eclecticism n．折衷主义
chuck v.放弃，离职
apathy n．漠然，冷淡
morale n．士气，精神力量
hinge n．铰链，关键
craggy adj．有峭壁的，粗壮的
overriding adj．最主要的
infidelity n．不忠实，不贞
prolong v．延长，拉长
fealty n．效忠
hound n．猎狗。v．不断骚扰
girder n．大梁
topography n．地形学，地形
imbecile n．心智能力极低的人
gusto n．爱好，兴致勃勃
emaciate v.使瘦弱
papoose n.幼儿，背婴儿的袋子，(
even adj.平坦的v.使平,使相等
malign v．诽谤，中伤adj．邪恶的
quantum n．定量
tarnish v．n．失去光泽，晦暗
maladroit n．笨拙的
epidermis n．表皮，外皮
finicky adj．苛求的，过份讲究的
bagatelle n.小事，琐事
crumple v．弄皱，扭弯
checkmate n.(象棋中)被将死时王的位置，完全失败
peruse v．细读，精读
merchandise n．商品，货品
luminary n．杰出人物，名人
encumbrance n．妨碍物，累赘
fiendish adj．极凶恶的
cryptic adj．秘密的，神秘的
ordain v．任命，命令
blackmail n．v．敲诈，勒索
purebred adj．(动物)纯种的
ensemble n．全体,大合唱
moratorium n．停止偿付，禁止
rowdy adj．吵闹的，粗暴的
undermine v．破坏，损坏
imminent adj．即将发生的，逼近的
hulking adj．笨重的
stereotype n．固定形式，老套
disputatious adj．好争辩的
litterbin n．垃圾桶
chequer v.变化，沉浮
firefly n．萤火虫
preamble n．前言,序言
parasitic adj．寄生的
cute adj.逗人喜爱的，漂亮的
pygmy n．矮人，侏儒
cadge v.行乞，乞求
congeal v．凝结，凝固
doting adj．溺爱的
cavalcade n．骑兵队
filthy adj．龌龊的，污秽的
quixotic adj．不切实际的，空想的
scorn n．v．轻蔑、瞧不起
cessation n．中止，（短暂的）停止
camouflage n．v．掩饰，伪装
flag v．衰退，枯萎
fissure n．裂缝，裂隙
incubation n．孵卵期，潜伏期
enrapture v．使狂喜,使高兴
hurly-burly n．喧闹，骚动
woe n．悲痛，苦难
clumsy adj.笨拙的，拙劣的
expostulate v．(对人或行为的)抗议，告诫
clammy adj.冷湿的，冷粘的
simper v．傻笑、假笑
allopathy n．（医）对抗疗法
asparagus n．芦笋（可作蔬菜）
contemplation n．沉思，思考
nonpareil adj．n．无匹敌的（人）
opalescent adj．像蛋白石的，发乳白光的
mettle n．勇气，斗志
instigation n．煽动，刺激
snub v．冷落，不理睬
inexorable adj．不为所动的，坚决不变的
nullity n．无效，无兴趣
concession n．让步，特许权
ejaculation n突然大叫
phrase n．警句，乐句，短语
authorization n.授权,委任状
nightmare n．恶梦，可怕的事
palpitate v．（心脏）急速而不规则地跳动
slink v．偷偷走动
enlistment n.征兵
indemnification n．赔偿，赔偿金
idol n．神像、偶像
verse n．诗歌
ooze v．慢慢地流，渗出，（勇气）逐渐消失
charitable adj．仁慈的、宽厚的
fig n．无花果，一点儿．
hot watern．困境
recherche adj.精选的，珍贵的
gallantry n勇敢，殷勤
rapprochement n．和好，和睦
tassel n．流苏，穗
incursion n．侵犯，入侵
speciosity n．似是而非，外表美观
spongy adj．像海绵的，不坚实的
mediocre adj．平庸的，平凡的
involved adj．复杂的，有密切关系的
tusk n．（象）长牙
convocation n．召集，会议
prolonged adj．长时期的
genetics n．遗传学
officious adj．爱发命令的，好忠告人的
tumultuous adj．乱哄哄的，喧哗的
immunize v．使免疫
familiarity n．精通,亲近,不拘礼仪
leeward adj．顺风的
arbitrary adj．专横的，不理智的
reputation n．名声，名誉．
guarded adj．谨慎的，提防的
facsimile n.复制本,摹本
littoral adj．海岸的，n．海滨，沿海地区
slur v．含糊不清地讲
fulcrum n．杠杆支点，支柱
stoop 　v．俯身，降低身份
